Country Name,Country Code,Time,Time Code,"Completion rate, lower secondary education, adjusted gender parity index (GPIA) [UIS.CR.2.GPIA]","Completion rate, lower secondary education, adjusted location parity index (LPIA) [UIS.CR.2.LPIA]","Completion rate, lower secondary education, adjusted wealth parity index (WPIA) [UIS.CR.2.WPIA]","Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Enrolment in lower secondary education, both sexes (number) [UIS.E.2]","Enrolment in secondary education, both sexes (number) [SE.SEC.ENRL]","Gross enrolment ratio, lower secondary, both sexes (%) [SE.SEC.ENRR.LO]","Gross enrolment ratio, primary and lower secondary, both sexes (%) [UIS.GER.12]","School life expectancy, primary and secondary, both sexes (years) [UIS.SLE.123]","School life expectancy, primary and lower secondary, gender parity index (GPI) [UIS.SLE.1T2.GPI]","School life expectancy, primary and lower secondary, both sexes (years) [UIS.SLE.12]","School life expectancy, secondary, both sexes (years) [UIS.SLE.23]","Gross enrolment ratio, secondary, both sexes (%) [SE.SEC.ENRR]","Completion rate, upper secondary education, adjusted gender parity index (GPIA) [UIS.CR.3.GPIA]","Completion rate, upper secondary education, adjusted location parity index (LPIA) [UIS.CR.3.LPIA]","Completion rate, upper secondary education, adjusted wealth parity index (WPIA) [UIS.CR.3.WPIA]","Completion rate, upper secondary education, both sexes (%) [UIS.CR.3]"
Uganda,UGA,1998,YR1998,..,..,..,..,..,..,..,89.11448,..,..,9.16027,..,..,..,..,..,..
Ukraine,UKR,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,1998,YR1998,..,..,..,..,113149,190576,91.48898,90.69785,10.15474,0.98721,8.18132,4.71809,79.17508,..,..,..,..
United Kingdom,GBR,1998,YR1998,..,..,..,..,2206229,5012393,98.60969,100.08436,12.98335,0.99867,9.00606,6.93558,98.94206,..,..,..,..
United States,USA,1998,YR1998,..,..,..,..,..,..,103.80017,102.96651,11.94162,1.01034,9.26773,5.7879,96.46503,..,..,..,..
Uruguay,URY,1998,YR1998,..,..,..,..,158065,275090,102.35315,108.80277,12.12627,1.06083,9.84884,5.34803,89.13377,..,..,..,..
Uzbekistan,UZB,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,1998,YR1998,..,..,..,..,5252144,6818774,76.45992,98.28307,9.85111,0.95049,8.83129,4.07821,58.26018,..,..,..,..
Virgin Islands (U.S.),VIR,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,1998,YR1998,..,..,..,..,120836,..,24.81833,69.58339,..,0.90758,6.27897,..,..,..,..,..,..
Zimbabwe,ZWE,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,1999,YR1999,..,..,..,..,261341,363502,97.03807,101.44242,9.94756,0.98059,8.1055,5.72357,71.54467,..,..,..,..
Algeria,DZA,1999,YR1999,..,..,..,..,2046636,2984927,88.16417,97.89524,10.1137,0.90558,8.81798,3.94065,65.6775,..,..,..,..
American Samoa,ASM,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1999,YR1999,..,..,..,..,230083,300480,13.63793,..,..,..,..,0.75232,10.74743,..,..,..,..
Antigua and Barbuda,ATG,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1999,YR1999,..,..,..,..,2341199,3665865,116.27654,115.07236,12.55264,1.00431,10.50621,5.61945,92.60516,..,..,..,..
Armenia,ARM,1999,YR1999,..,..,..,..,251000,351392,77.88573,98.64969,9.61111,..,7.90143,5.60397,80.05668,..,..,..,..
Aruba,ABW,1999,YR1999,..,..,..,..,2901,6159,113.72011,112.5739,11.89216,0.99399,9.09066,5.10798,98.79692,..,..,..,..
Australia,AUS,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,1999,YR1999,..,..,..,..,378304,747681,100.86116,102.32208,12.02108,0.99299,8.19499,7.86054,98.4441,..,..,..,..
Azerbaijan,AZE,1999,YR1999,..,..,..,..,710746,..,81.19675,87.66257,..,0.99878,7.87795,..,..,..,..,..,..
"Bahamas, The",BHS,1999,YR1999,..,..,..,..,13845,26614,81.16426,91.57421,10.49024,0.94414,8.23329,4.67952,77.53081,..,..,..,..
Bahrain,BHR,1999,YR1999,..,..,..,..,33617,58664,106.37618,107.42565,12.1695,0.99862,9.68746,5.67333,94.6163,..,..,..,..
Bangladesh,BGD,1999,YR1999,..,..,..,..,5839120,9912318,64.50556,..,..,..,..,3.3387,48.33118,..,..,..,..
Barbados,BRB,1999,YR1999,..,..,..,..,12348,21841,101.21311,101.88182,11.48326,0.99449,9.1677,5.35195,107.01127,..,..,..,..
Belarus,BLR,1999,YR1999,..,..,..,..,793027,..,97.99397,103.51788,..,0.98847,9.35555,..,..,..,..,..,..
Belgium,BEL,1999,YR1999,..,..,..,..,355942,1033484,146.48482,114.42699,14.39778,1.02252,9.02757,8.16678,141.85725,..,..,..,..
Belize,BLZ,1999,YR1999,..,..,..,..,16896,21659,74.07927,101.94115,11.09028,0.97717,10.16837,3.88509,64.13491,..,..,..,..
Benin,BEN,1999,YR1999,..,..,..,..,175506,213474,28.71283,61.37041,6.29716,0.62471,5.92357,1.5221,21.00429,..,..,..,..
Bermuda,BMU,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,1999,YR1999,..,..,..,..,20123,21507,35.96283,60.72866,6.96285,0.83561,6.86052,1.66098,26.5031,..,..,..,..
Bolivia,BOL,1999,YR1999,..,..,..,..,347241,829759,92.4642,112.22585,11.95593,0.9843,9.03242,4.77279,77.18573,..,..,..,..
Bosnia and Herzegovina,BIH,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,1999,YR1999,..,..,..,..,113891,157804,93.46206,105.32406,11.86103,1.02082,10.65289,4.07067,78.51727,..,..,..,..
Brazil,BRA,1999,YR1999,..,..,..,..,16415799,..,119.50848,141.61911,..,0.97687,11.22784,..,..,..,..,..,..
British Virgin Islands,VGB,1999,YR1999,..,..,..,..,1030,1511,113.43612,111.90898,13.05698,0.93913,11.33082,5.12924,102.85909,..,..,..,..
Brunei Darussalam,BRN,1999,YR1999,..,..,..,..,19814,34426,108.27322,110.74164,12.60565,0.94748,9.95884,5.89501,84.21439,..,..,..,..
Bulgaria,BGR,1999,YR1999,..,..,..,..,367509,699957,85.73758,94.2128,10.55638,0.95637,7.56078,6.4251,91.9456,..,..,..,..
Burkina Faso,BFA,1999,YR1999,..,..,..,..,139514,173205,13.11809,32.88238,3.38963,0.69183,3.21662,0.69774,9.79309,..,..,..,..
Burundi,BDI,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,1999,YR1999,..,..,..,..,19986,..,59.87059,103.58228,..,..,9.17474,..,..,..,..,..,..
Cambodia,KHM,1999,YR1999,..,..,..,..,226057,316343,21.9797,75.21791,7.10161,0.82855,6.74126,1.03034,16.59751,..,..,..,..
Cameroon,CMR,1999,YR1999,..,..,..,..,..,642781,..,..,6.80404,..,..,1.8336,26.19423,..,..,..,..
Canada,CAN,1999,YR1999,..,..,..,..,1218869,2511517,99.54713,100.01898,12.15792,0.99892,9.00176,6.14257,102.37614,..,..,..,..
Cayman Islands,CYM,1999,YR1999,..,..,..,..,1147,2151,96.79325,102.79408,11.94392,0.93406,9.13066,5.71706,93.97117,..,..,..,..
Central African Republic,CAF,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,1999,YR1999,..,..,..,..,92857,123408,12.50921,43.96224,4.56937,0.53568,4.29361,0.77613,10.06551,..,..,..,..
Channel Islands,CHI,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1999,YR1999,..,..,..,..,500847,1304679,90.5699,100.58515,11.20384,0.97911,8.0599,4.95534,81.49079,..,..,..,..
China,CHN,1999,YR1999,..,..,..,..,54907568,77436269,79.02809,..,..,..,..,3.6222,60.46418,..,..,..,..
Colombia,COL,1999,YR1999,..,..,..,..,2649261,3589425,81.33806,103.16282,10.49309,1.02967,9.32837,4.44726,74.12106,..,..,..,..
Comoros,COM,1999,YR1999,..,..,..,..,21976,28718,42.53639,74.44027,8.2199,0.84933,7.57023,2.35113,33.58752,..,..,..,..
"Congo, Dem. Rep.",COD,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,1999,YR1999,..,..,..,..,98604,..,35.05982,49.67504,..,0.85196,4.90346,..,..,..,..,..,..
Costa Rica,CRI,1999,YR1999,..,..,..,..,188763,254597,76.45786,100.4367,9.95565,0.99312,9.08162,3.21353,63.20633,..,..,..,..
Cote d'Ivoire,CIV,1999,YR1999,..,..,..,..,442374,591549,30.17881,58.41808,6.2311,0.69706,5.75422,1.68403,24.05762,..,..,..,..
Croatia,HRV,1999,YR1999,..,..,..,..,215972,416388,89.77437,91.36527,10.60661,0.98972,7.36602,6.84718,85.36862,..,..,..,..
Cuba,CUB,1999,YR1999,..,..,..,..,488417,739980,100.36825,101.79768,10.91979,0.96469,9.20671,4.75312,79.95445,..,..,..,..
Curacao,CUW,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,1999,YR1999,..,..,..,..,32613,63050,96.32857,97.06192,11.4445,0.9937,8.73219,5.60217,93.22234,..,..,..,..
Czech Republic,CZE,1999,YR1999,..,..,..,..,540313,928467,103.20456,103.11096,11.75375,0.99717,9.24494,6.63699,82.96239,..,..,..,..
Denmark,DNK,1999,YR1999,..,..,..,..,209063,422399,127.69702,109.47021,13.59581,1.00189,9.92101,7.50571,125.09521,..,..,..,..
Djibouti,DJI,1999,YR1999,..,..,..,..,12067,15511,18.66108,27.60774,3.00525,0.72403,2.74802,1.00367,14.33814,..,..,..,..
Dominica,DMA,1999,YR1999,..,..,..,..,5309,7126,133.45902,126.45194,14.08964,1.10863,12.67188,5.43112,107.12568,..,..,..,..
Dominican Republic,DOM,1999,YR1999,..,..,..,..,232078,610519,62.47893,100.49396,10.26561,0.9962,8.12872,3.41708,56.67905,..,..,..,..
Ecuador,ECU,1999,YR1999,..,..,..,..,516288,903569,64.34594,96.12967,10.21428,0.99641,8.63598,3.50868,57.73585,..,..,..,..
"Egypt, Arab Rep.",EGY,1999,YR1999,..,..,..,..,4567887,7671031,91.80479,93.46046,9.5445,0.92213,7.4802,4.81844,80.30729,..,..,..,..
El Salvador,SLV,1999,YR1999,..,..,..,..,266120,405998,71.48978,99.94539,10.14066,0.95579,8.9031,3.38225,56.37084,..,..,..,..
Equatorial Guinea,GNQ,1999,YR1999,..,..,..,..,18074,20056,35.45938,77.29845,7.09299,..,6.82062,1.69074,23.36603,..,..,..,..
Eritrea,ERI,1999,YR1999,..,..,..,..,67021,115393,48.68023,64.94165,5.75353,0.81537,4.68537,2.04176,30.90729,..,..,..,..
Estonia,EST,1999,YR1999,..,..,..,..,60016,115885,95.19852,99.30899,11.71359,0.99201,8.95897,5.61057,93.7179,..,..,..,..
Eswatini,SWZ,1999,YR1999,..,..,..,..,45178,61551,54.143,90.90426,9.87432,0.96203,9.19844,2.36526,45.02502,..,..,..,..
Ethiopia,ETH,1999,YR1999,..,..,..,..,880061,1059753,14.81667,36.99362,3.87823,0.61308,3.73764,0.7519,12.41506,..,..,..,..
Faroe Islands,FRO,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1999,YR1999,..,..,..,..,67843,98290,93.96928,99.91736,11.6944,1.02611,9.98316,5.47231,78.34744,..,..,..,..
Finland,FIN,1999,YR1999,..,..,..,..,203369,479882,102.62558,101.15791,13.30075,1.00073,9.10225,7.27726,120.41423,..,..,..,..
France,FRA,1999,YR1999,..,..,..,..,3306573,5955495,103.75594,102.132,12.43353,0.99118,9.18814,7.39563,105.76618,..,..,..,..
French Polynesia,PYF,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,1999,YR1999,..,..,..,..,65796,86543,60.51654,111.4534,11.79423,0.9878,10.87254,3.34235,47.74786,..,..,..,..
"Gambia, The",GMB,1999,YR1999,..,..,..,..,34688,..,42.08534,70.53633,..,0.81273,6.32253,..,..,..,..,..,..
Georgia,GEO,1999,YR1999,..,..,..,..,346861,442373,94.02397,102.63061,10.51009,1.02432,9.24432,5.96697,85.10201,..,..,..,..
Germany,DEU,1999,YR1999,..,..,..,..,5508075,8185146,98.69035,101.25918,13.08526,0.99716,10.07187,8.93481,99.27565,..,..,..,..
Ghana,GHA,1999,YR1999,..,..,..,..,790684,1024135,59.28411,72.5236,7.32505,0.89738,6.62774,2.47583,35.02909,..,..,..,..
Gibraltar,GIB,1999,YR1999,..,..,..,..,680,1370,86.6242,99.78749,9.57582,0.78239,7.96684,3.34146,83.53659,..,..,..,..
Greece,GRC,1999,YR1999,..,..,..,..,377482,770883,92.6318,95.17296,11.1275,0.99415,8.58792,5.31854,88.35295,..,..,..,..
Greenland,GRL,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,1999,YR1999,..,..,..,..,288621,434912,34.17275,77.9821,7.56176,0.85998,6.98428,1.62993,26.66779,..,..,..,..
Guinea,GIN,1999,YR1999,..,..,..,..,135812,167608,18.69805,42.19932,4.45134,0.55702,4.1818,1.01746,14.01684,..,..,..,..
Guinea-Bissau,GNB,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,1999,YR1999,..,..,..,..,42373,62478,91.94931,101.84794,10.45352,1.00715,9.14092,4.07107,81.50864,..,..,..,..
Haiti,HTI,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,1999,YR1999,..,..,..,..,238877,..,92.66664,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,1999,YR1999,..,..,..,..,507033,1006546,101.10369,100.92591,11.59075,0.98045,8.0818,7.5531,93.90972,..,..,..,..
Iceland,ISL,1999,YR1999,..,..,..,..,12066,32480,93.26737,98.74075,14.69761,0.99412,9.87598,7.61965,108.07933,..,..,..,..
India,IND,1999,YR1999,..,..,..,..,40974005,67089892,59.37055,80.43716,7.59423,0.82202,6.40267,2.97268,43.03518,..,..,..,..
Indonesia,IDN,1999,YR1999,..,..,..,..,9340572,14502561,69.4364,97.17031,9.94546,0.96707,8.76416,3.2644,54.40661,..,..,..,..
"Iran, Islamic Rep.",IRN,1999,YR1999,..,..,..,..,5294672,9726948,94.25955,97.9383,10.28847,0.90988,7.73384,5.38241,76.89161,..,..,..,..
Iraq,IRQ,1999,YR1999,..,..,..,..,739173,1105028,45.08951,81.84421,8.05909,0.78255,7.29305,2.11873,34.90347,..,..,..,..
Ireland,IRL,1999,YR1999,..,..,..,..,189107,346316,98.74317,101.00367,13.51374,0.9964,11.19049,5.28554,104.87687,..,..,..,..
Isle of Man,IMN,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,1999,YR1999,..,..,..,..,299365,629372,96.46107,102.84133,12.45063,0.99417,9.25726,6.08721,101.42736,..,..,..,..
Italy,ITA,1999,YR1999,..,..,..,..,1822666,4450012,106.15448,105.16002,12.59744,0.97521,8.40962,7.37245,92.05657,..,..,..,..
Jamaica,JAM,1999,YR1999,..,..,..,..,154626,231177,94.9867,94.59342,9.99945,0.99733,8.52105,4.328,86.43036,..,..,..,..
Japan,JPN,1999,YR1999,..,..,..,..,4400909,8958699,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,1999,YR1999,..,..,..,..,415568,579445,87.27542,91.32247,10.54658,1.0198,9.09831,4.93928,82.4157,..,..,..,..
Kazakhstan,KAZ,1999,YR1999,..,..,..,..,1422868,1966471,92.11642,94.02141,10.38809,1.0204,8.45743,6.53648,93.37833,..,..,..,..
Kenya,KEN,1999,YR1999,..,..,..,..,1086171,1822161,64.26652,83.06549,7.77925,0.969,6.75385,2.31073,37.98213,..,..,..,..
Kiribati,KIR,1999,YR1999,..,..,..,..,2696,6647,44.81383,88.51913,10.0002,1.06166,7.84926,3.49535,58.25592,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,1999,YR1999,..,..,..,..,1907478,4176780,95.67792,100.21385,11.91394,1.02309,9.02879,5.75548,96.30732,..,..,..,..
Kosovo,XKX,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,1999,YR1999,..,..,..,..,131430,235106,100.9827,101.49593,11.47895,0.94076,8.11093,7.40733,92.37376,..,..,..,..
Kyrgyz Republic,KGZ,1999,YR1999,..,..,..,..,467469,633356,83.94671,89.89975,9.71501,1.01033,8.06965,5.84269,83.93001,..,..,..,..
Lao PDR,LAO,1999,YR1999,..,..,..,..,170025,240267,42.85844,86.3297,7.76385,0.80506,7.12468,2.02899,32.07957,..,..,..,..
Latvia,LVA,1999,YR1999,..,..,..,..,163855,255381,86.41412,92.38552,10.98924,0.98073,8.34618,6.96376,87.32855,..,..,..,..
Lebanon,LBN,1999,YR1999,..,..,..,..,263171,389181,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,1999,YR1999,..,..,..,..,56641,73620,35.51405,78.18625,8.37276,1.09064,7.92305,1.51513,28.17958,..,..,..,..
Liberia,LBR,1999,YR1999,..,..,..,..,69048,113878,37.60825,79.21305,8.26109,0.73405,7.46147,1.92787,32.13117,..,..,..,..
Libya,LBY,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,1999,YR1999,..,..,..,..,306308,406950,92.25561,96.39929,11.6287,0.98791,9.64288,7.52116,94.21491,..,..,..,..
Luxembourg,LUX,1999,YR1999,..,..,..,..,15851,32513,108.90416,102.66736,12.80254,1.0166,9.26579,6.80388,97.3968,..,..,..,..
"Macao SAR, China",MAC,1999,YR1999,..,..,..,..,20960,31859,97.16749,100.89966,11.18504,0.97315,9.28855,4.98977,79.62162,..,..,..,..
Madagascar,MDG,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,1999,YR1999,..,..,..,..,466481,556322,44.96861,104.13652,10.95658,0.89317,10.43931,2.31602,37.43894,..,..,..,..
Malaysia,MYS,1999,YR1999,..,..,..,..,1349036,2176863,94.07294,95.28652,10.38581,0.9961,8.57317,4.63484,77.85201,..,..,..,..
Maldives,MDV,1999,YR1999,..,..,..,..,14531,14988,62.06116,109.03619,11.29291,1.00603,11.21981,2.13481,40.05987,..,..,..,..
Mali,MLI,1999,YR1999,..,..,..,..,144241,217700,19.15516,44.78417,4.29728,0.68418,3.96547,0.90646,15.10765,..,..,..,..
Malta,MLT,1999,YR1999,..,..,..,..,29304,35457,101.40845,104.40423,12.4982,0.98335,11.4607,6.10792,87.29166,..,..,..,..
Marshall Islands,MHL,1999,YR1999,..,..,..,..,2959,5957,93.8769,90.54646,9.47483,1.00411,7.24173,4.11064,68.51064,..,..,..,..
Mauritania,MRT,1999,YR1999,..,..,..,..,37409,61711,19.97437,63.07905,6.17312,0.94403,5.73827,1.03408,17.23472,..,..,..,..
Mauritius,MUS,1999,YR1999,..,..,..,..,50703,104070,87.57449,99.81196,11.60327,0.99869,9.02483,5.20567,74.98163,..,..,..,..
Mexico,MEX,1999,YR1999,..,..,..,..,5916192,8721726,91.72661,103.14946,10.76232,0.98084,9.2857,4.22843,69.20177,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,1999,YR1999,..,..,..,..,320468,415319,87.35669,92.51854,9.79263,1.00079,8.35673,5.80374,82.91058,..,..,..,..
Monaco,MCO,1999,YR1999,..,..,..,..,1571,2883,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,1999,YR1999,..,..,..,..,161520,205229,69.68076,83.98444,7.48209,1.09112,6.6475,3.59365,61.12226,..,..,..,..
Montenegro,MNE,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1999,YR1999,..,..,..,..,974435,1469794,48.42401,74.42775,7.52262,0.80951,6.71491,2.27664,37.00092,..,..,..,..
Mozambique,MOZ,1999,YR1999,..,..,..,..,88565,103147,7.36743,53.63191,5.48461,0.71844,5.44021,0.28718,5.29104,..,..,..,..
Myanmar,MMR,1999,YR1999,..,..,..,..,1512905,2059007,36.77371,68.609,6.73849,0.95809,6.2139,1.99553,33.19311,..,..,..,..
Namibia,NAM,1999,YR1999,..,..,..,..,93201,116131,74.10019,103.47293,11.19209,1.00601,10.57691,2.95126,56.87009,..,..,..,..
Nauru,NRU,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,1999,YR1999,..,..,..,..,842762,1265458,50.40406,92.83329,8.43298,0.73654,7.54611,2.39899,34.27134,..,..,..,..
Netherlands,NLD,1999,YR1999,..,..,..,..,735711,1364806,130.95161,115.48617,13.78692,0.96927,10.42971,7.28576,122.75279,..,..,..,..
New Caledonia,NCL,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,1999,YR1999,..,..,..,..,230153,436901,100.83329,100.64567,13.82177,0.99477,10.06679,7.78831,111.26162,..,..,..,..
Nicaragua,NIC,1999,YR1999,..,..,..,..,220861,321493,57.57991,88.45377,8.87776,1.04557,7.94046,2.6647,51.25682,..,..,..,..
Niger,NER,1999,YR1999,..,..,..,..,81134,104933,8.52221,22.83045,2.31478,0.6567,2.18412,0.47155,6.70454,..,..,..,..
Nigeria,NGA,1999,YR1999,..,..,..,..,2185974,3844585,25.78506,73.05256,7.32806,0.81631,6.67578,1.42583,23.5518,..,..,..,..
North Macedonia,MKD,1999,YR1999,..,..,..,..,129626,218666,94.93837,96.60362,10.35591,0.97541,7.73738,6.41607,80.20085,..,..,..,..
Northern Mariana Islands,MNP,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,1999,YR1999,..,..,..,..,155387,377640,97.45064,99.82877,14.05235,0.99823,9.97315,7.00272,119.27005,..,..,..,..
Oman,OMN,1999,YR1999,..,..,..,..,139917,229031,87.2431,90.27188,9.99491,0.96597,8.1463,4.4659,73.75535,..,..,..,..
Pakistan,PAK,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,1999,YR1999,..,..,..,..,1014,2177,108.4492,108.36431,13.00888,0.88749,8.66943,7.59292,108.47035,..,..,..,..
Panama,PAN,1999,YR1999,..,..,..,..,141195,230034,77.86031,95.7698,10.16757,0.97959,8.62244,3.88094,64.39669,..,..,..,..
Papua New Guinea,PNG,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,1999,YR1999,..,..,..,..,267764,425214,70.77039,102.84136,10.8114,0.97903,9.28711,3.6474,58.23748,..,..,..,..
Peru,PER,1999,YR1999,..,..,..,..,1524218,2277813,85.96864,107.17546,11.10941,0.98368,9.6823,4.00617,78.58606,..,..,..,..
Philippines,PHL,1999,YR1999,1.26575,0.78266,0.32135,58.86,4056182,5117459,77.62371,99.20738,9.74558,1.01778,8.98656,3.08774,74.40067,..,..,..,..
Poland,POL,1999,YR1999,..,..,..,..,1316850,3984047,99.83745,99.29099,11.91542,0.98542,7.93186,5.98031,99.08699,..,..,..,..
Portugal,PRT,1999,YR1999,..,..,..,..,440052,847129,113.88421,119.11718,13.21043,0.97623,10.59528,6.03167,103.52392,..,..,..,..
Puerto Rico,PRI,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,1999,YR1999,..,..,..,..,24752,44403,94.00684,102.81682,11.73321,0.99432,9.21874,5.33468,88.12742,..,..,..,..
Romania,ROU,1999,YR1999,..,..,..,..,1272423,2218025,90.44161,92.40652,10.17185,0.99799,7.40352,6.38599,79.23994,..,..,..,..
Russian Federation,RUS,1999,YR1999,..,..,..,..,11536112,15862637,93.09916,96.50451,9.52241,1.00654,7.74343,6.43394,92.39133,..,..,..,..
Rwanda,RWA,1999,YR1999,..,..,..,..,63789,105292,11.37874,76.99404,7.12896,0.9638,6.87312,0.5972,9.95329,..,..,..,..
Samoa,WSM,1999,YR1999,..,..,..,..,8204,21748,97.86473,96.47011,11.36419,1.01028,7.77361,5.56012,78.99459,..,..,..,..
San Marino,SMR,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,1999,YR1999,..,..,..,..,172469,234189,18.49855,48.24131,5.03542,0.79713,4.71382,1.06155,15.16497,..,..,..,..
Serbia,SRB,1999,YR1999,..,..,..,..,406913,744139,105.85528,107.66404,11.92133,0.98634,8.62107,7.53447,94.18086,..,..,..,..
Seychelles,SYC,1999,YR1999,..,..,..,..,4931,8317,101.77503,103.35907,11.38659,1.03233,9.2991,5.14607,73.76497,..,..,..,..
Sierra Leone,SLE,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,1999,YR1999,..,..,..,..,372220,674405,86.87595,92.88747,11.65652,0.995,8.38833,7.61199,84.57762,..,..,..,..
Slovenia,SVN,1999,YR1999,..,..,..,..,102995,220033,97.44456,97.83736,11.89304,0.99419,7.83192,7.9589,99.38122,..,..,..,..
Solomon Islands,SLB,1999,YR1999,..,..,..,..,..,16576,..,..,7.18418,..,..,1.8319,25.64634,..,..,..,..
Somalia,SOM,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,1999,YR1999,..,..,..,..,1946496,4239197,93.90497,104.2139,11.89429,0.99808,9.4763,4.34064,84.58689,..,..,..,..
South Sudan,SSD,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
