Country Name,Country Code,Time,Time Code,"Completion rate, primary education, adjusted wealth parity index (WPIA) [UIS.CR.1.WPIA]","Completion rate, primary education, both sexes (%) [UIS.CR.1]","Enrolment in primary education, both sexes (number) [SE.PRM.ENRL]","Gross enrolment ratio, primary, both sexes (%) [SE.PRM.ENRR]",Proportion of primary schools with access to electricity (%) [UIS.SCHBSP.1.WELEC],Proportion of primary schools with access to basic drinking water (%) [UIS.SCHBSP.1.WWATA],"School life expectancy, primary, both sexes (years) [UIS.SLE.1]","Total net attendance rate, primary, both sexes (%) [UIS.NART.1]","Total net enrolment rate, primary, both sexes (%) [UIS.NERT.1]",Proportion of primary schools with access to Internet for pedagogical purposes (%) [UIS.SCHBSP.1.WINTERN],"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%) [UIS.MATH.PRIMARY]"
Gibraltar,GIB,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,1988,YR1988,..,..,868335,95.79482,..,..,5.75916,..,91.72147,..,..
Greenland,GRL,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,1988,YR1988,..,..,18231,114.65317,..,..,8.02572,..,..,..,..
Guam,GUM,1988,YR1988,..,..,16660,86.67152,..,..,6.93372,..,..,..,..
Guatemala,GTM,1988,YR1988,..,..,1149134,75.20309,..,..,4.51219,..,..,..,..
Guinea,GIN,1988,YR1988,..,..,288914,31.76488,..,..,1.97435,..,24.57839,..,..
Guinea-Bissau,GNB,1988,YR1988,..,..,75892,51.90865,..,..,3.25094,..,39.54844,..,..
Guyana,GUY,1988,YR1988,..,..,114700,103.2041,..,..,6.19225,..,..,..,..
Haiti,HTI,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,1988,YR1988,..,..,863313,107.16677,..,..,6.43001,..,..,..,..
"Hong Kong SAR, China",HKG,1988,YR1988,..,..,534309,107.80096,..,..,6.46806,..,..,..,..
Hungary,HUN,1988,YR1988,..,..,596965,85.44685,..,..,3.41787,..,..,..,..
Iceland,ISL,1988,YR1988,..,..,25108,99.93632,..,..,5.99618,..,..,..,..
India,IND,1988,YR1988,..,..,90459726,89.1912,..,..,4.45956,..,..,..,..
Indonesia,IDN,1988,YR1988,..,..,29999990,117.1539,..,..,7.02909,..,97.76875,..,..
"Iran, Islamic Rep.",IRN,1988,YR1988,..,..,7757707,103.3268,..,..,5.37416,..,85.16197,..,..
Iraq,IRQ,1988,YR1988,..,..,2996953,103.6593,..,..,6.31184,..,90.97534,..,..
Ireland,IRL,1988,YR1988,..,..,423402,100.02882,..,..,5.99136,..,88.55462,..,..
Isle of Man,IMN,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,1988,YR1988,..,..,537493,99.16772,..,..,5.95006,..,..,..,..
Italy,ITA,1988,YR1988,..,..,3370509,98.55552,..,..,4.92778,..,..,..,..
Jamaica,JAM,1988,YR1988,..,..,333997,102.58145,..,..,6.15883,..,94.64053,..,..
Japan,JPN,1988,YR1988,..,..,10226323,..,..,..,..,..,..,..,..
Jordan,JOR,1988,YR1988,..,..,570795,102.74764,..,..,6.16486,..,..,..,..
Kazakhstan,KAZ,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,1988,YR1988,..,..,4212741,101.67704,..,..,6.10062,..,..,..,..
Kiribati,KIR,1988,YR1988,..,..,13551,114.31584,..,..,8.00211,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,1988,YR1988,..,..,4771722,102.15716,..,..,6.12525,..,99.88403,..,..
Kosovo,XKX,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,1988,YR1988,..,..,181607,97.34405,..,..,3.93121,..,81.90468,..,..
Kyrgyz Republic,KGZ,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,1988,YR1988,..,..,558852,102.40617,..,..,5.37653,..,64.94106,..,..
Latvia,LVA,1988,YR1988,..,..,165140,119.23466,..,..,4.76939,..,..,..,..
Lebanon,LBN,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,1988,YR1988,..,..,345524,103.0612,..,..,7.74783,..,67.28966,..,..
Liberia,LBR,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,1988,YR1988,..,..,23375,94.04546,..,..,5.6449,..,84.90042,..,..
"Macao SAR, China",MAC,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,1988,YR1988,..,..,1487728,95.67346,..,..,4.78367,..,..,..,..
Malawi,MWI,1988,YR1988,..,..,901327,62.61459,..,..,3.75688,..,..,..,..
Malaysia,MYS,1988,YR1988,..,..,2338418,94.78854,..,..,5.68731,..,..,..,..
Maldives,MDV,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,1988,YR1988,..,..,307587,23.39844,..,..,1.40391,..,..,..,..
Malta,MLT,1988,YR1988,..,..,36564,105.59085,..,..,6.35824,..,94.60263,..,..
Marshall Islands,MHL,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,1988,YR1988,..,..,157341,49.43229,..,..,2.96594,..,..,..,..
Mauritius,MUS,1988,YR1988,..,..,140135,112.42188,..,..,6.71939,..,99.45495,..,..
Mexico,MEX,1988,YR1988,..,..,14768008,114.80705,..,..,6.93329,..,99.10194,..,..
"Micronesia, Fed. Sts.",FSM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,1988,YR1988,..,..,157800,100.58259,..,..,3.01748,..,..,..,..
Montenegro,MNE,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1988,YR1988,..,..,2176847,71.12842,..,..,3.58201,..,57.27868,..,..
Mozambique,MOZ,1988,YR1988,..,..,1199669,66.00001,..,..,3.46947,..,44.23221,..,..
Myanmar,MMR,1988,YR1988,..,..,5046471,97.42677,..,..,4.87134,..,..,..,..
Namibia,NAM,1988,YR1988,..,..,311645,119.36763,..,..,8.35573,..,..,..,..
Nauru,NRU,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,1988,YR1988,..,..,2108739,88.5672,..,..,4.53908,..,66.07108,..,..
Netherlands,NLD,1988,YR1988,..,..,1092707,102.64921,..,..,6.12566,..,95.44371,..,..
New Caledonia,NCL,1988,YR1988,..,..,22818,..,..,..,..,..,..,..,..
New Zealand,NZL,1988,YR1988,..,..,312998,104.71137,..,..,6.27179,..,99.89206,..,..
Nicaragua,NIC,1988,YR1988,..,..,599957,86.17237,..,..,5.26636,..,66.02713,..,..
Niger,NER,1988,YR1988,..,..,300964,24.76583,..,..,1.48595,..,..,..,..
Nigeria,NGA,1988,YR1988,..,..,12690798,85.38942,..,..,5.12337,..,..,..,..
North Macedonia,MKD,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,1988,YR1988,..,..,317228,98.15071,..,..,5.89691,..,97.64546,..,..
Oman,OMN,1988,YR1988,..,..,215416,78.59402,..,..,4.98715,..,64.82394,..,..
Pakistan,PAK,1988,YR1988,..,..,7958529,57.85666,..,..,2.89283,..,..,..,..
Palau,PLW,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,1988,YR1988,..,..,345202,100.24655,..,..,6.0477,..,84.95178,..,..
Papua New Guinea,PNG,1988,YR1988,..,..,397463,56.10976,..,..,3.36659,..,..,..,..
Paraguay,PRY,1988,YR1988,..,..,627190,102.53933,..,..,6.16272,..,89.01053,..,..
Peru,PER,1988,YR1988,..,..,3727463,114.3987,..,..,6.9795,..,90.5601,..,..
Philippines,PHL,1988,YR1988,..,..,9601322,107.49319,..,..,6.51741,..,96.14788,..,..
Poland,POL,1988,YR1988,..,..,3915213,102.20658,..,..,6.13239,..,..,..,..
Portugal,PRT,1988,YR1988,..,..,1192032,126.54926,..,..,7.59296,..,..,..,..
Puerto Rico,PRI,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,1988,YR1988,..,..,45367,103.64862,..,..,6.35802,..,88.22938,..,..
Romania,ROU,1988,YR1988,..,..,1495026,91.96176,..,..,3.67847,..,..,..,..
Russian Federation,RUS,1988,YR1988,..,..,7008000,108.61105,..,..,3.25833,..,..,..,..
Rwanda,RWA,1988,YR1988,..,..,844322,71.54192,..,..,4.29252,..,..,..,..
Samoa,WSM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,1988,YR1988,..,..,1288,83.52789,..,..,4.17098,..,83.46304,..,..
Sao Tome and Principe,STP,1988,YR1988,..,..,18095,121.50003,..,..,5.1092,..,89.87444,..,..
Saudi Arabia,SAU,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,1988,YR1988,..,..,642063,55.30954,..,..,3.38023,..,46.55237,..,..
Serbia,SRB,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,1988,YR1988,..,..,9631,96.04108,..,..,5.76247,..,..,..,..
Sierra Leone,SLE,1988,YR1988,..,..,422210,54.7654,..,..,3.83358,..,..,..,..
Singapore,SGP,1988,YR1988,..,..,259270,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,1988,YR1988,..,..,117051,95.6768,..,..,3.82707,..,..,..,..
Solomon Islands,SLB,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,1988,YR1988,..,..,5055396,81.19705,..,..,5.68379,..,..,..,..
South Sudan,SSD,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,1988,YR1988,..,..,3246655,104.56569,..,..,5.20494,..,98.60385,..,..
Sri Lanka,LKA,1988,YR1988,..,..,2084000,108.99371,..,..,5.44969,..,..,..,..
St. Kitts and Nevis,KNA,1988,YR1988,..,..,7585,111.02166,..,..,7.78713,..,98.74378,..,..
St. Lucia,LCA,1988,YR1988,..,..,32809,137.28189,..,..,9.60973,..,..,..,..
St. Martin (French part),MAF,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,1988,YR1988,..,..,62271,130.85167,..,..,7.75345,..,98.63856,..,..
Sweden,SWE,1988,YR1988,..,..,588600,98.50189,..,..,5.91448,..,98.41821,..,..
Switzerland,CHE,1988,YR1988,..,..,375302,84.66439,..,..,5.11642,..,79.7278,..,..
Syrian Arab Republic,SYR,1988,YR1988,..,..,2217993,104.95857,..,..,6.31434,..,94.70753,..,..
Tajikistan,TJK,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,1988,YR1988,..,..,3165113,70.05789,..,..,5.22322,..,52.73154,..,..
Thailand,THA,1988,YR1988,..,..,7086116,97.79373,..,..,5.86762,..,..,..,..
Timor-Leste,TLS,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,1988,YR1988,..,..,527853,87.11265,..,..,5.48164,..,63.0018,..,..
Tonga,TON,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,1988,YR1988,..,..,182764,98.37552,..,..,6.88223,..,93.22378,..,..
Tunisia,TUN,1988,YR1988,..,..,1345921,115.46746,..,..,7.04424,..,94.15208,..,..
Turkey,TUR,1988,YR1988,..,..,6880304,108.61845,..,..,5.46761,..,94.28279,..,..
Turkmenistan,TKM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,1988,YR1988,..,..,2417000,74.67921,..,..,5.22754,..,..,..,..
Ukraine,UKR,1988,YR1988,..,..,2518700,112.8775,..,..,3.38633,..,..,..,..
United Arab Emirates,ARE,1988,YR1988,..,..,180270,98.87886,..,..,5.96402,..,88.24281,..,..
United Kingdom,GBR,1988,YR1988,..,..,4370000,107.73593,..,..,6.4424,..,99.67916,..,..
United States,USA,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,1988,YR1988,..,..,351984,106.40902,..,..,6.38454,..,..,..,..
Uzbekistan,UZB,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,1988,YR1988,..,..,24634,103.36089,..,..,6.20165,..,..,..,..
"Venezuela, RB",VEN,1988,YR1988,..,..,2925663,106.04239,..,..,6.36254,..,..,..,..
Vietnam,VNM,1988,YR1988,..,..,8666252,109.72967,..,..,5.48648,..,..,..,..
Virgin Islands (U.S.),VIR,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,1988,YR1988,..,..,1426135,93.8729,..,..,6.79278,..,79.22874,..,..
Zimbabwe,ZWE,1988,YR1988,..,..,2208715,106.39487,..,..,7.44764,..,..,..,..
Afghanistan,AFG,1989,YR1989,..,..,622135,30.252,..,..,1.81512,..,..,..,..
Albania,ALB,1989,YR1989,..,..,275426,99.43751,..,..,3.9775,..,..,..,..
Algeria,DZA,1989,YR1989,..,..,3911388,92.00285,..,..,5.54418,..,85.33525,..,..
American Samoa,ASM,1989,YR1989,..,..,8308,98.72846,..,..,7.89828,..,..,..,..
Andorra,AND,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1989,YR1989,..,..,1067906,77.59636,..,..,3.10385,..,..,..,..
Antigua and Barbuda,ATG,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1989,YR1989,..,..,1555230,106.6846,..,..,6.39075,..,98.36512,..,..
Austria,AUT,1989,YR1989,..,..,360542,105.55528,..,..,4.22843,..,94.2875,..,..
Azerbaijan,AZE,1989,YR1989,..,..,487053,114.49995,..,..,3.435,..,..,..,..
"Bahamas, The",BHS,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,1989,YR1989,..,..,63179,112.7371,..,..,6.88969,..,99.0614,..,..
Bangladesh,BGD,1989,YR1989,..,..,11285445,80.41992,..,..,3.98838,..,71.90344,..,..
Barbados,BRB,1989,YR1989,..,..,29584,119.45409,..,..,7.1243,..,99.69313,..,..
Belarus,BLR,1989,YR1989,..,..,852300,94.08791,..,..,5.64527,..,..,..,..
Belgium,BEL,1989,YR1989,..,..,727060,101.55944,..,..,6.09357,..,..,..,..
Belize,BLZ,1989,YR1989,..,..,34155,111.55567,..,..,6.69334,..,..,..,..
Benin,BEN,1989,YR1989,..,..,482451,61.09798,..,..,3.75673,..,48.92716,..,..
Bermuda,BMU,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1989,YR1989,..,..,1057479,103.20282,..,..,6.19217,..,..,..,..
Bosnia and Herzegovina,BIH,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,1989,YR1989,..,..,275437,111.01988,..,..,7.9514,..,91.89309,..,..
Brazil,BRA,1989,YR1989,..,..,18409050,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,1989,YR1989,..,..,39862,118.09213,..,..,7.08553,..,..,..,..
Bulgaria,BGR,1989,YR1989,..,..,529094,101.31786,..,..,4.05271,..,..,..,..
Burkina Faso,BFA,1989,YR1989,..,..,443328,31.49873,..,..,1.91461,..,25.91472,..,..
Burundi,BDI,1989,YR1989,..,..,568057,68.08557,..,..,4.08513,..,..,..,..
Cabo Verde,CPV,1989,YR1989,..,..,65377,124.93455,..,..,7.49607,..,..,..,..
Cambodia,KHM,1989,YR1989,..,..,1313689,116.4556,..,..,6.98734,..,..,..,..
Cameroon,CMR,1989,YR1989,..,..,1881884,99.33313,..,..,5.95999,..,..,..,..
Canada,CAN,1989,YR1989,..,..,2319300,104.26819,..,..,6.25176,..,95.72394,..,..
Cayman Islands,CYM,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,1989,YR1989,..,..,297457,69.05865,..,..,4.32953,..,50.49021,..,..
Chad,TCD,1989,YR1989,..,..,424942,44.20231,..,..,2.65214,..,..,..,..
Channel Islands,CHI,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1989,YR1989,..,..,1564047,101.13763,..,..,6.06826,..,..,..,..
China,CHN,1989,YR1989,..,..,125357800,128.47421,..,..,6.26723,..,96.13547,..,..
Colombia,COL,1989,YR1989,..,..,4205657,107.253,..,..,5.509,..,68.86982,..,..
Comoros,COM,1989,YR1989,..,..,66326,100.69533,..,..,6.04172,..,..,..,..
"Congo, Dem. Rep.",COD,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,1989,YR1989,..,..,495015,127.16038,..,..,7.62962,..,..,..,..
Costa Rica,CRI,1989,YR1989,..,..,422102,101.09307,..,..,6.22766,..,86.84742,..,..
Cote d'Ivoire,CIV,1989,YR1989,..,..,1364263,71.98232,..,..,4.31894,..,..,..,..
Croatia,HRV,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1989,YR1989,..,..,899936,100.26729,..,..,5.94587,..,92.23341,..,..
Curacao,CUW,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,1989,YR1989,..,..,58720,82.66813,..,..,4.93749,..,79.45967,..,..
Czech Republic,CZE,1989,YR1989,..,..,599705,91.86854,..,..,3.67474,..,..,..,..
Denmark,DNK,1989,YR1989,..,..,363031,97.79877,..,..,5.86863,..,97.79877,..,..
Djibouti,DJI,1989,YR1989,..,..,29833,32.93625,..,..,2.02914,..,26.73386,..,..
Dominica,DMA,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1989,YR1989,..,..,1827920,123.83619,..,..,7.43017,..,..,..,..
"Egypt, Arab Rep.",EGY,1989,YR1989,..,..,7343716,89.02877,..,..,5.34173,..,..,..,..
El Salvador,SLV,1989,YR1989,..,..,833279,101.37202,..,..,6.08232,..,..,..,..
Equatorial Guinea,GNQ,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,1989,YR1989,..,..,128504,36.73285,..,..,2.20397,..,..,..,..
Estonia,EST,1989,YR1989,..,..,153395,113.24258,..,..,6.79455,..,..,..,..
Eswatini,SWZ,1989,YR1989,..,..,157345,89.61697,..,..,6.57675,..,70.43201,..,..
Ethiopia,ETH,1989,YR1989,..,..,2855846,39.13881,..,..,2.48408,..,28.70256,..,..
Faroe Islands,FRO,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1989,YR1989,..,..,388756,99.18459,..,..,5.95108,..,..,..,..
France,FRA,1989,YR1989,..,..,4176391,113.79908,..,..,5.67613,..,99.85966,..,..
French Polynesia,PYF,1989,YR1989,..,..,27467,129.42091,..,..,6.49575,..,98.65302,..,..
Gabon,GAB,1989,YR1989,..,..,207023,148.18476,..,..,8.89109,..,..,..,..
"Gambia, The",GMB,1989,YR1989,..,..,73673,57.85398,..,..,3.47124,..,..,..,..
Georgia,GEO,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,1989,YR1989,..,..,1705843,73.3307,..,..,4.39984,..,..,..,..
Gibraltar,GIB,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,1989,YR1989,..,..,853527,95.1828,..,..,5.73031,..,91.19082,..,..
Greenland,GRL,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,1989,YR1989,..,..,15516,80.78725,..,..,6.46298,..,..,..,..
Guatemala,GTM,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,1989,YR1989,..,..,302809,32.13445,..,..,1.99211,..,24.47122,..,..
Guinea-Bissau,GNB,1989,YR1989,..,..,79035,52.13666,..,..,3.1282,..,..,..,..
Guyana,GUY,1989,YR1989,..,..,118015,107.59055,..,..,6.45543,..,..,..,..
Haiti,HTI,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,1989,YR1989,..,..,535037,108.59837,..,..,6.5159,..,..,..,..
Hungary,HUN,1989,YR1989,..,..,561356,83.69129,..,..,3.34765,..,..,..,..
Iceland,ISL,1989,YR1989,..,..,25420,101.13388,..,..,6.06803,..,..,..,..
India,IND,1989,YR1989,..,..,95739976,92.14172,..,..,4.60709,..,..,..,..
Indonesia,IDN,1989,YR1989,..,..,30130564,116.31395,..,..,6.97432,..,97.87723,..,..
"Iran, Islamic Rep.",IRN,1989,YR1989,..,..,8262441,103.70334,..,..,5.38809,..,85.4723,..,..
Iraq,IRQ,1989,YR1989,..,..,3023132,102.59194,..,..,6.24141,..,89.92145,..,..
Ireland,IRL,1989,YR1989,..,..,423662,100.76586,..,..,6.02994,..,89.00253,..,..
Isle of Man,IMN,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,1989,YR1989,..,..,533635,98.231,..,..,5.89386,..,..,..,..
Italy,ITA,1989,YR1989,..,..,3237594,98.20369,..,..,4.91018,..,..,..,..
Jamaica,JAM,1989,YR1989,..,..,339163,103.86091,..,..,6.2471,..,98.10415,..,..
Japan,JPN,1989,YR1989,..,..,9872520,..,..,..,..,..,..,..,..
Jordan,JOR,1989,YR1989,..,..,575464,99.73086,..,..,5.98385,..,..,..,..
Kazakhstan,KAZ,1989,YR1989,..,..,1142400,114.66518,..,..,3.43996,..,..,..,..
Kenya,KEN,1989,YR1989,..,..,4389718,102.20835,..,..,6.1325,..,..,..,..
Kiribati,KIR,1989,YR1989,..,..,14321,117.11645,..,..,8.48658,..,98.42166,..,..
"Korea, Dem. People’s Rep.",PRK,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,1989,YR1989,..,..,4819857,103.55683,..,..,6.21199,..,99.88231,..,..
Kosovo,XKX,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,1989,YR1989,..,..,185464,92.99238,..,..,3.7197,..,..,..,..
Kyrgyz Republic,KGZ,1989,YR1989,..,..,332900,112.20277,..,..,3.36608,..,..,..,..
Lao PDR,LAO,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,1989,YR1989,..,..,166072,118.15614,..,..,4.72625,..,..,..,..
Lebanon,LBN,1989,YR1989,..,..,346534,..,..,..,..,..,..,..,..
Lesotho,LSO,1989,YR1989,..,..,348818,101.44098,..,..,7.60183,..,66.35433,..,..
Liberia,LBR,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,1989,YR1989,..,..,191655,90.3364,..,..,3.61346,..,..,..,..
Luxembourg,LUX,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,1989,YR1989,..,..,31917,126.66984,..,..,7.60019,..,..,..,..
Madagascar,MDG,1989,YR1989,..,..,1534142,96.24654,..,..,5.05895,..,65.70634,..,..
Malawi,MWI,1989,YR1989,..,..,1034341,69.1897,..,..,4.15138,..,..,..,..
Malaysia,MYS,1989,YR1989,..,..,2397816,94.60777,..,..,5.67647,..,..,..,..
Maldives,MDV,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,1989,YR1989,..,..,365158,27.06041,..,..,1.62362,..,..,..,..
Malta,MLT,1989,YR1989,..,..,36726,105.74719,..,..,6.35695,..,95.16844,..,..
Marshall Islands,MHL,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,1989,YR1989,..,..,158800,48.51581,..,..,2.91095,..,..,..,..
Mauritius,MUS,1989,YR1989,..,..,137929,111.37318,..,..,6.65959,..,99.32785,..,..
Mexico,MEX,1989,YR1989,..,..,14656357,113.69417,..,..,6.86299,..,96.63541,..,..
"Micronesia, Fed. Sts.",FSM,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,1989,YR1989,..,..,273426,88.01313,..,..,3.52053,..,..,..,..
Monaco,MCO,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,1989,YR1989,..,..,162900,101.98907,..,..,3.05967,..,..,..,..
Montenegro,MNE,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1989,YR1989,..,..,2110719,67.38037,..,..,3.38706,..,55.17983,..,..
Mozambique,MOZ,1989,YR1989,..,..,1210671,65.20286,..,..,3.40804,..,44.62412,..,..
Myanmar,MMR,1989,YR1989,..,..,5202508,99.16613,..,..,4.95831,..,..,..,..
Namibia,NAM,1989,YR1989,..,..,307407,115.17382,..,..,8.30574,..,77.33518,..,..
Nauru,NRU,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,1989,YR1989,..,..,2526147,103.24145,..,..,5.16207,..,..,..,..
Netherlands,NLD,1989,YR1989,..,..,1086208,103.19864,..,..,6.16172,..,95.9975,..,..
New Caledonia,NCL,1989,YR1989,..,..,23052,..,..,..,..,..,..,..,..
New Zealand,NZL,1989,YR1989,..,..,312773,104.04299,..,..,6.23911,..,99.83033,..,..
Nicaragua,NIC,1989,YR1989,..,..,595612,83.31939,..,..,5.08323,..,64.23941,..,..
Niger,NER,1989,YR1989,..,..,324760,25.65437,..,..,1.54738,..,22.57018,..,..
Nigeria,NGA,1989,YR1989,..,..,12721087,83.04525,..,..,4.98271,..,..,..,..
North Macedonia,MKD,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,1989,YR1989,..,..,312384,99.13679,..,..,5.9549,..,98.65822,..,..
Oman,OMN,1989,YR1989,..,..,232181,80.63408,..,..,5.10749,..,65.9663,..,..
Pakistan,PAK,1989,YR1989,..,..,8272550,58.14043,..,..,2.90702,..,..,..,..
Palau,PLW,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..
